URL,MobileURL,Date,Title
"http://www.sfgate.com/news/crime/article/Michigan-couple-arraigned-in-accidental-shooting-12327740.php","http://www.sfgate.com/news/crime/amp/Michigan-couple-arraigned-in-accidental-shooting-12327740.php","2017-11-02 23:00:00","Michigan couple arraigned in accidental shooting at day care"
"http://www.elpasoinc.com/news/ap_wire/us/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_dd6cd252-4b32-59e0-8245-f0f6fbf24487.html","","2017-11-02 23:00:00","Michigan couple arraigned in accidental shooting at day care | Ap Wire"
"http://www.dailyprogress.com/news/national/wire/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_1bcdfa29-e248-56ce-be95-9c137d7d97f9.html","","2017-11-02 23:00:00","Michigan couple arraigned in accidental shooting at day care | National News"
"http://www.startribune.com/michigan-couple-arraigned-in-accidental-shooting-at-day-care/454799273/","http://m.startribune.com/michigan-couple-arraigned-in-accidental-shooting-at-day-care/454799273/","2017-11-02 23:00:00","Michigan couple arraigned in accidental shooting at day care"
"https://www.washingtonpost.com/national/michigan-couple-arraigned-in-accidental-shooting-at-day-care/2017/11/02/1b79f612-c01d-11e7-9294-705f80164f6e_story.html","https://www.washingtonpost.com/amphtml/national/michigan-couple-arraigned-in-accidental-shooting-at-day-care/2017/11/02/1b79f612-c01d-11e7-9294-705f80164f6e_story.html","2017-11-02 23:00:00","Michigan couple arraigned in accidental shooting at day care"
"http://www.sfchronicle.com/news/crime/article/Michigan-couple-arraigned-in-accidental-shooting-12327740.php","http://www.sfchronicle.com/news/crime/amp/Michigan-couple-arraigned-in-accidental-shooting-12327740.php","2017-11-03 01:15:00","Michigan couple arraigned in accidental shooting at day care"
"https://wtop.com/national/2017/11/michigan-couple-arraigned-in-accidental-shooting-at-day-care/","https://wtop.com/national/2017/11/michigan-couple-arraigned-in-accidental-shooting-at-day-care/amp/","2017-11-03 01:15:00","Michigan couple arraigned in accidental shooting at day care"
"http://www.stltoday.com/news/national/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_666e0e87-93c4-55b9-8a63-1f2c168cb937.html","","2017-11-03 01:15:00","Michigan couple arraigned in accidental shooting at day care | Nation"
"http://www.hometownstations.com/story/36751888/michigan-couple-arraigned-in-accidental-shooting-at-day-care","","2017-11-03 02:15:00","Michigan couple arraigned in accidental shooting at day care"
"http://www.dailyjournal.net/2017/11/02/us-children-shot-michigan-2/","","2017-11-03 00:30:00","Michigan couple arraigned in accidental shooting at day care"
"http://time.com/5008797/michigan-day-care-couple-child-abuse-charges/","http://amp.timeinc.net/time/5008797/michigan-day-care-couple-child-abuse-charges","2017-11-03 15:15:00","Mom of 3 - Year - Old Who Shot Kids at Day Care Faces Charges"
"http://6abc.com/police-adults-not-talking-after-toddler-shoots-self-with-stolen-gun/2623845/","http://6abc.com/amp/police-adults-not-talking-after-toddler-shoots-self-with-stolen-gun/2623845/","2017-11-11 03:00:00","Adults not talking after toddler shoots self with stolen gun , Philadelphia police say"
"http://www.postsouth.com/news/20171103/accidental-shooting-results-in-death--of-woman-and-arrest-of-grandson","","2017-11-04 05:00:00","Accidental shooting results in the death of a woman and the arrest of grandson - News - Plaquemine Post South - Plaquemine , LA"
"http://news3lv.com/news/local/police-report-henderson-father-says-he-shot-and-killed-teen-son-accidentally","","2017-11-07 02:45:00","Police report : Henderson father says he shot and killed teen son  accidentally  "
"http://philadelphia.cbslocal.com/2017/11/10/stolen-gun-boys-shooting-death/","http://philadelphia.cbslocal.com/2017/11/10/stolen-gun-boys-shooting-death/amp/","2017-11-10 23:00:00","Police : 2 - Year - Old Dies After Accidentally Shooting Himself In Head « CBS Philly"
"http://www.valdostadailytimes.com/news/national_international/day-care-duo-to-be-charged-in-accidental-shooting-of/article_ca4a600c-02a3-5c86-a1e4-b1f37db5fba1.html","","2017-11-01 21:30:00","Day care duo to be charged in accidental shooting of 2 kids | National / International"
"http://www.record-eagle.com/nation_world/day-care-duo-to-be-charged-in-accidental-shooting-of/article_d97615bf-38eb-574f-8724-b0dd04855e02.html","","2017-11-01 22:15:00","Day care duo to be charged in accidental shooting of 2 kids | Nation / World News"
"http://thegardenisland.com/news/national/day-care-duo-to-be-charged-in-accidental-shooting-of/article_72d8e8c2-f806-50f8-9b93-e1e82579c281.html","","2017-11-02 01:45:00","Day care duo to be charged in accidental shooting of 2 kids"
